Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
225-Gurua [36-Gaya],001,"Madhya Vidayalay, Mithapur",Main,1,848,24.8359,84.7393,Yes,Yes,Yes
225-Gurua [36-Gaya],002,"Utkramit Madhya Vidyalay, Keraki",Main,1,761,24.8177,84.7502,Yes,Yes,Yes
225-Gurua [36-Gaya],003,"Prathamik Vidyalay, Karamdih",Main,1,414,24.8171,84.7616,Yes,Yes,Yes
225-Gurua [36-Gaya],004,"Madhya Vidyalay, Kanausi Balkhor",Main,1,868,24.8317,84.7451,Yes,Yes,Yes
225-Gurua [36-Gaya],005,"Prathamik Vidyalay, Itawan",Main,1,423,24.8371,84.7444,Yes,Yes,Yes
225-Gurua [36-Gaya],006,"Samudayik Vikas Bhawan, Dhanu Bigha",Main,1,419,24.8107,84.76109,Yes,Yes,Yes
225-Gurua [36-Gaya],007,"Madhya Vidyalay, Kanausi Balkhora (Dakshini Bhag)",Main,1,628,24.8317,84.7451,Yes,Yes,Yes
225-Gurua [36-Gaya],007,"Madhya Vidyalay, Kanausi Balkhora (Purvi Bhag)",Auxiliary,629,1159,24.8317,84.7451,Yes,Yes,Yes
225-Gurua [36-Gaya],008,"Prathamik Vidyalay, Vijayapur",Main,1,661,24.8438,84.7619,Yes,Yes,Yes
225-Gurua [36-Gaya],008,"Prathamik Vidyalay, Vijayapur (Pashchimi Bhag)",Auxiliary,662,1369,24.8438,84.7619,Yes,Yes,Yes
225-Gurua [36-Gaya],009,"Prathmik Vidyalay, Bhimpur",Main,1,659,24.8369,84.7757,Yes,Yes,Yes
225-Gurua [36-Gaya],010,"Utkramit Madhya Vidyalay, Sondiha (Naya Bhavan)",Main,1,771,24.8319,84.7741,Yes,Yes,Yes
225-Gurua [36-Gaya],011,"Utkramit Madhya Vidyalay, Rauna (Utari Bhag)",Main,1,589,24.8202,84.7867,Yes,Yes,Yes
225-Gurua [36-Gaya],011,"Utkramit Madhya Vidyalay, Rauna (Dakshini Bhag)",Auxiliary,590,1109,24.8202,84.7867,Yes,Yes,Yes
225-Gurua [36-Gaya],012,"Utkramit Madhya Vidyalay, Rauna (Dakshini Bhag)",Main,1,688,24.8202,84.7867,Yes,Yes,Yes
225-Gurua [36-Gaya],012,"Utkramit Madhya Vidyalay, Rauna (Purvi Bhag)",Auxiliary,689,1365,24.8202,84.7867,Yes,Yes,Yes
